PRODUCT NAME ,ITEM CODE,CATEGORY,SUBCATEGORY,BRAND ,HS CODE,MODEL SERIES ,MDR ,COLOR/TAGS,PACK NAME ,PCS PER PACK ,,
PB 300 POLYMIXIN DISC,DISC 28,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
PENICILIN (P-10),DISC 29,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
PIPERACILLIN (TPZ-10/100),DISC 30,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
SAM-10/10 SULBACTUM DISC,DISC 31,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
STREPTOMYCIN (S-10),DISC 32,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
TETRACYLINE (TE-30),DISC 33,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
TGC-15 TIGECYCLINE DISC,DISC 34,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
TOBRAMYCIN (TOB-30),DISC 35,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
TRIMETHOPRIM (SXT-25),DISC 36,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
VANCOMYCIN (VA-30),DISC 37,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
AMIKACIN (AK-30),DISC 38,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
AMPICILLIN (AM-10),DISC 39,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
AUGMENTIN (AMC-30),DISC 40,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
AZITHROMYCIN (AZM-15),DISC 41,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
AZTREONAM (ATM-30),DISC 42,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFAZOLIN (CZ-30),DISC 43,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFEPIME (FEP-30),DISC 44,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFIXIME (CFM-5),DISC 45,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFOPERAZONE (CES-105),DISC 46,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFOXITIN (FOX-30),DISC 47,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFTAZIDIME (CAZ-30),DISC 48,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFTRIAXONE CRO 30,DISC 49,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFUROXIME (CTX-30),DISC 50,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CEFUROXIME (CXM-30),DISC 51,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CIPROFLOXACIN (CIP-5),DISC 52,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CLARITHROMYCIN (CLR-15),DISC 53,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
CLINDAMYCIN (DA-2),DISC 54,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
COLISTIN (CT-10),DISC 55,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
DOXYCYCLINE (DO-30),DISC 56,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
ERYTHROMYCIN (E-15),DISC 57,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
FOSFOMYCIN (FF-200),DISC 58,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
GENTAMYCIN (CN-10),DISC 59,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
IMIPENEM (IPM-10),DISC 60,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
LEVOFLOXACIN (LEV-5),DISC 61,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
MEROPENEM (MEM-10),DISC 62,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
MINOCYCLINE (MI-30),DISC 63,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
NITROFURANTION (F-300),DISC 64,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
PB 300 POLYMIXIN DISC,DISC 65,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
PENICILIN (P-10),DISC 66,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
PIPERACILLIN (TPZ-10/100),DISC 67,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
SAM-10/10 SULBACTUM DISC,DISC 68,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
STREPTOMYCIN (S-10),DISC 69,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
TETRACYLINE (TE-30),DISC 70,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
TGC-15 TIGECYCLINE DISC,DISC 71,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
TOBRAMYCIN (TOB-30),DISC 72,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
TRIMETHOPRIM (SXT-25),DISC 73,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
VANCOMYCIN (VA-30),DISC 74,DISC ,SESITIVITY DISC ,BIOANALYSE,,,,,1X50 ,1,,
